gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded
ENSG00000151952.16,TMEM132D,protein_coding,20,14,7,0.1775,0.0538,0.0545
ENSG00000151962.8,RBM46,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000151967.18,SCHIP1,protein_coding,4,3,1,0.0345,0.0105,0.0106
ENSG00000152034.11,MCHR2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152049.6,KCNE4,protein_coding,145,58,87,2.3191,0.7029,0.7117
ENSG00000152056.17,AP1S3,protein_coding,466,229,237,5.1685,1.5665,1.5861
ENSG00000152061.23,RABGAP1L,protein_coding,3078,1553,1525,12.6329,3.8288,3.8767
ENSG00000152076.19,CCDC74B,protein_coding,8,2,7,0.1176,0.0356,0.0361
ENSG00000152078.10,TLCD4,protein_coding,1761,891,870,15.7284,4.767,4.8267
ENSG00000152082.15,MZT2B,protein_coding,905,2159,1801,39.2976,11.9105,12.0595
ENSG00000152086.9,TUBA3E,protein_coding,4,2,2,0.1738,0.0527,0.0533
ENSG00000152092.16,ASTN1,protein_coding,5,1,4,0.0358,0.0109,0.011
ENSG00000152093.8,CFC1B,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152102.18,FAM168B,protein_coding,7991,4083,3909,96.9789,29.3928,29.7604
ENSG00000152104.12,PTPN14,protein_coding,1721,874,856,6.0535,1.8347,1.8577
ENSG00000152127.9,MGAT5,protein_coding,18860,9617,9243,141.9272,43.0158,43.5539
ENSG00000152128.13,TMEM163,protein_coding,36,15,21,0.349,0.1058,0.1071
ENSG00000152133.16,GPATCH11,protein_coding,589,316,286,9.6163,2.9146,2.951
ENSG00000152137.8,HSPB8,protein_coding,383,197,186,7.0546,2.1381,2.1649
ENSG00000152147.11,GEMIN6,protein_coding,972,483,489,14.6946,4.4537,4.5094
ENSG00000152154.11,TMEM178A,protein_coding,42,23,19,1.1207,0.3397,0.3439
ENSG00000152192.8,POU4F1,protein_coding,5,5,6,0.0727,0.022,0.0223
ENSG00000152207.7,CYSLTR2,protein_coding,14,6,8,0.1719,0.0521,0.0528
ENSG00000152208.13,GRID2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152213.4,ARL11,protein_coding,40,25,15,0.7292,0.221,0.2238
ENSG00000152214.14,RIT2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152217.20,SETBP1,protein_coding,88,44,44,0.4047,0.1226,0.1242
ENSG00000152223.15,EPG5,protein_coding,920,454,466,4.4197,1.3395,1.3563
ENSG00000152229.18,PSTPIP2,protein_coding,799,375,424,12.7916,3.8769,3.9254
ENSG00000152234.16,ATP5F1A,protein_coding,19814,10001,9813,119.8127,36.3133,36.7675
ENSG00000152240.13,HAUS1,protein_coding,578,291,287,17.9917,5.453,5.5212
ENSG00000152253.9,SPC25,protein_coding,521,257,264,18.7888,5.6946,5.7658
ENSG00000152254.11,G6PC2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152256.14,PDK1,protein_coding,451,247,211,2.0039,0.6073,0.6149
ENSG00000152266.7,PTH,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152270.9,PDE3B,protein_coding,1093,550,543,6.2011,1.8794,1.9029
ENSG00000152284.5,TCF7L1,protein_coding,211,93,118,3.1409,0.952,0.9639
ENSG00000152291.14,TGOLN2,protein_coding,18579,9124,9457,176.274,53.4258,54.0941
ENSG00000152292.17,SH2D6,protein_coding,13,6,8,0.2018,0.0612,0.0619
ENSG00000152315.5,KCNK13,protein_coding,28,15,13,0.8068,0.2445,0.2476
ENSG00000152332.16,UHMK1,protein_coding,4007,1966,2041,28.579,8.6618,8.7702
ENSG00000152348.16,ATG10,protein_coding,409,45299,45373,4.9545,1.5016,1.5204
ENSG00000152377.14,SPOCK1,protein_coding,558,279,279,5.9363,1.7992,1.8217
ENSG00000152380.10,FAM151B,protein_coding,47,30,32,0.9971,0.3022,0.306
ENSG00000152382.6,TADA1,protein_coding,811,419,392,18.4458,5.5906,5.6606
ENSG00000152402.11,GUCY1A2,protein_coding,46,19,27,0.1861,0.0564,0.0571
ENSG00000152404.15,CWF19L2,protein_coding,541,265,276,9.9648,3.0202,3.058
ENSG00000152409.9,JMY,protein_coding,1348,677,671,9.775,2.9626,2.9997
ENSG00000152413.15,HOMER1,protein_coding,262,121,141,2.8465,0.8627,0.8735
ENSG00000152422.16,XRCC4,protein_coding,808,387,421,19.9159,6.0362,6.1117
ENSG00000152430.18,BOLL,protein_coding,2,3,3,0.0332,0.0101,0.0102
ENSG00000152433.15,ZNF547,protein_coding,151,76,75,2.7914,0.846,0.8566
ENSG00000152439.13,ZNF773,protein_coding,387,184,203,3.1355,0.9503,0.9622
ENSG00000152443.13,ZNF776,protein_coding,516,269,247,6.2404,1.8914,1.915
ENSG00000152454.4,ZNF256,protein_coding,20,7,13,0.5977,0.1812,0.1834
ENSG00000152455.16,SUV39H2,protein_coding,506,289,291,9.362,2.8375,2.873
ENSG00000152457.18,DCLRE1C,protein_coding,1120,575,619,7.7017,2.3343,2.3634
ENSG00000152463.15,OLAH,protein_coding,4,3,1,0.113,0.0343,0.0347
ENSG00000152464.15,RPP38,protein_coding,458,546,549,15.6525,4.744,4.8034
ENSG00000152465.18,NMT2,protein_coding,1034,798,868,10.5412,3.1949,3.2348
ENSG00000152467.10,ZSCAN1,protein_coding,1,1,0,0.0275,0.0083,0.0084
ENSG00000152475.7,ZNF837,protein_coding,130,68,62,4.191,1.2702,1.2861
ENSG00000152495.11,CAMK4,protein_coding,71,42,29,0.344,0.1043,0.1056
ENSG00000152503.10,TRIM36,protein_coding,352,178,174,3.8307,1.161,1.1755
ENSG00000152518.8,ZFP36L2,protein_coding,7568,7799,7869,135.1691,40.9676,41.4801
ENSG00000152520.14,PAN3,protein_coding,3323,1709,1614,34.5061,10.4582,10.5891
ENSG00000152527.14,PLEKHH2,protein_coding,120,56,64,0.8037,0.2436,0.2466
ENSG00000152556.17,PFKM,protein_coding,6814,3430,3409,62.0268,18.7993,19.0345
ENSG00000152558.15,TMEM123,protein_coding,22999,11717,11282,341.5121,103.5069,104.8016
ENSG00000152578.13,GRIA4,protein_coding,4,2,2,0.0262,0.0079,0.008
ENSG00000152580.8,IGSF10,protein_coding,31,20,22,0.1744,0.0528,0.0535
ENSG00000152582.14,SPEF2,protein_coding,257,123,134,1.0503,0.3183,0.3223
ENSG00000152583.12,SPARCL1,protein_coding,2261,1127,1134,42.8915,12.9997,13.1623
ENSG00000152591.15,DSPP,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152592.14,DMP1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152595.16,MEPE,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152601.17,MBNL1,protein_coding,6129,3206,3157,40.4709,12.2661,12.4195
ENSG00000152611.12,CAPSL,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152642.11,GPD1L,protein_coding,2765,1443,1322,38.8285,11.7683,11.9155
ENSG00000152661.9,GJA1,protein_coding,607,296,311,11.793,3.5743,3.619
ENSG00000152669.9,CCNO,protein_coding,725,378,360,27.5305,8.344,8.4484
ENSG00000152670.19,DDX4,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152672.8,CLEC4F,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152683.14,SLC30A6,protein_coding,1791,895,903,21.836,6.6182,6.7009
ENSG00000152684.11,PELO,protein_coding,1587,821,769,23.9481,7.2583,7.3491
ENSG00000152689.18,RASGRP3,protein_coding,361,189,183,2.2152,0.6714,0.6798
ENSG00000152700.14,SAR1B,protein_coding,3018,1590,1498,18.4354,5.5875,5.6574
ENSG00000152705.8,CATSPER3,protein_coding,40,22,18,1.6816,0.5097,0.516
ENSG00000152749.8,GPR180,protein_coding,887,428,459,6.5855,1.996,2.0209
ENSG00000152760.10,TCTEX1D1,protein_coding,4,1,3,0.0785,0.0238,0.0241
ENSG00000152763.17,DNAI4,protein_coding,229,136,109,2.2636,0.686,0.6946
ENSG00000152766.6,ANKRD22,protein_coding,979,528,505,16.1637,4.899,4.9602
ENSG00000152767.17,FARP1,protein_coding,9050,10354,10398,16.4753,4.9934,5.0558
ENSG00000152778.9,IFIT5,protein_coding,1025,509,518,16.7804,5.0859,5.1495
ENSG00000152779.14,SLC16A12,protein_coding,0,1,0,0.0,0.0,0.0
ENSG00000152782.16,PANK1,protein_coding,2963,1507,1458,25.5875,7.7552,7.8522
ENSG00000152784.16,PRDM8,protein_coding,26,17,11,0.3737,0.1133,0.1147
ENSG00000152785.8,BMP3,protein_coding,161,93,68,1.7446,0.5288,0.5354
ENSG00000152795.17,HNRNPDL,protein_coding,7012,3533,3481,84.4606,25.5987,25.9189
ENSG00000152804.11,HHEX,protein_coding,79,43,36,2.0661,0.6262,0.634
ENSG00000152818.18,UTRN,protein_coding,4033,2030,2003,18.2151,5.5207,5.5898
ENSG00000152822.14,GRM1,protein_coding,67,33,34,0.5966,0.1808,0.1831
ENSG00000152894.15,PTPRK,protein_coding,3182,1671,1675,23.4873,7.1186,7.2077
ENSG00000152904.11,GGPS1,protein_coding,861,437,424,14.9097,4.5189,4.5754
ENSG00000152910.19,CNTNAP4,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152926.15,ZNF117,protein_coding,709,359,350,4.3726,1.3253,1.3418
ENSG00000152931.9,PART1,lncRNA,53,30,25,0.2752,0.0834,0.0845
ENSG00000152932.8,RAB3C,protein_coding,6,4,2,0.0411,0.0125,0.0126
ENSG00000152936.10,LMNTD1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000152939.17,MARVELD2,protein_coding,3546,1756,1790,43.5877,13.2107,13.376
ENSG00000152942.19,RAD17,protein_coding,1808,1069,1050,28.6738,8.6906,8.7993
ENSG00000152944.9,MED21,protein_coding,1239,635,604,22.501,6.8197,6.905
ENSG00000152952.12,PLOD2,protein_coding,3028,1567,1461,26.0635,7.8994,7.9982
ENSG00000152953.13,STK32B,protein_coding,13,6,7,0.1623,0.0492,0.0498
ENSG00000152954.12,NRSN1,protein_coding,1,0,1,0.016,0.0048,0.0049
ENSG00000152969.20,JAKMIP1,protein_coding,3,2,1,0.0519,0.0157,0.0159
ENSG00000152977.10,ZIC1,protein_coding,1,0,1,0.0097,0.0029,0.003
ENSG00000152990.14,ADGRA3,protein_coding,2947,1438,1509,20.9893,6.3615,6.4411
ENSG00000153002.12,CPB1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000153006.16,SREK1IP1,protein_coding,1545,775,787,12.0458,3.6509,3.6965
ENSG00000153012.12,LGI2,protein_coding,149,81,68,1.5132,0.4586,0.4643
ENSG00000153015.16,CWC27,protein_coding,1697,860,837,30.033,9.1025,9.2164
ENSG00000153029.14,MR1,protein_coding,608,306,302,4.29,1.3002,1.3165
ENSG00000153037.15,SRP19,protein_coding,573,303,278,3.5937,1.0892,1.1028
ENSG00000153044.10,CENPH,protein_coding,1129,574,555,33.5744,10.1759,10.3031
ENSG00000153046.18,CDYL,protein_coding,904,449,455,13.0704,3.9614,4.011
ENSG00000153048.11,CARHSP1,protein_coding,2632,3051,2902,31.1287,9.4346,9.5526
ENSG00000153060.8,TEKT5,protein_coding,45,23,22,1.6865,0.5111,0.5175
ENSG00000153064.12,BANK1,protein_coding,105,49,56,1.1272,0.3416,0.3459
ENSG00000153066.13,TXNDC11,protein_coding,4018,2096,2107,62.0957,18.8202,19.0556
ENSG00000153071.15,DAB2,protein_coding,2174,1096,1078,18.5818,5.6318,5.7023
ENSG00000153086.14,ACMSD,protein_coding,1,4,5,0.0243,0.0074,0.0075
ENSG00000153093.20,ACOXL,protein_coding,73,36,40,0.5894,0.1786,0.1809
ENSG00000153094.24,BCL2L11,protein_coding,1404,846,821,13.9133,4.2169,4.2696
ENSG00000153107.13,ANAPC1,protein_coding,1338,654,685,6.311,1.9128,1.9367
ENSG00000153113.24,CAST,protein_coding,13377,9021,8816,66.1372,20.0451,20.2959
ENSG00000153130.17,SCOC,protein_coding,2441,1230,1211,25.581,7.7532,7.8502
ENSG00000153132.13,CLGN,protein_coding,544,270,274,12.715,3.8537,3.9019
ENSG00000153140.9,CETN3,protein_coding,1503,780,723,32.0831,9.7239,9.8455
ENSG00000153147.6,SMARCA5,protein_coding,5134,2728,2615,41.5707,12.5994,12.757
ENSG00000153162.9,BMP6,protein_coding,41,628,639,0.7147,0.2166,0.2193
ENSG00000153165.19,RGPD3,protein_coding,4,2,2,0.0355,0.0107,0.0109
ENSG00000153179.13,RASSF3,protein_coding,4026,2401,2254,62.6154,18.9777,19.2151
ENSG00000153201.16,RANBP2,protein_coding,5367,2674,2693,28.7831,8.7237,8.8328
ENSG00000153207.16,AHCTF1,protein_coding,1967,990,977,13.5444,4.1051,4.1564
ENSG00000153208.17,MERTK,protein_coding,388,197,198,5.5976,1.6965,1.7178
ENSG00000153214.11,TMEM87B,protein_coding,3051,1546,1507,37.8203,11.4627,11.6061
ENSG00000153230.4,OR14K1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000153233.13,PTPRR,protein_coding,41,25,17,0.5369,0.1627,0.1648
ENSG00000153234.15,NR4A2,protein_coding,395,188,207,6.5743,1.9926,2.0175
ENSG00000153237.18,CCDC148,protein_coding,14,7,9,0.2431,0.0737,0.0746
ENSG00000153246.13,PLA2R1,protein_coding,967,487,480,4.152,1.2584,1.2741
ENSG00000153253.19,SCN3A,protein_coding,20,9,12,0.1141,0.0346,0.035
ENSG00000153266.13,FEZF2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000153283.13,CD96,protein_coding,249,123,126,2.9219,0.8856,0.8967
ENSG00000153291.16,SLC25A27,protein_coding,184,91,93,3.6945,1.1198,1.1338
ENSG00000153292.16,ADGRF1,protein_coding,2,1,1,0.0107,0.0032,0.0033
ENSG00000153294.12,ADGRF4,protein_coding,131,59,72,2.5481,0.7723,0.782
ENSG00000153303.17,FRMD1,protein_coding,2783,1394,1389,20.8572,6.3215,6.4006
ENSG00000153310.19,CYRIB,protein_coding,3774,2013,1929,27.2591,8.2618,8.3651
ENSG00000153317.15,ASAP1,protein_coding,2072,1093,1001,16.4779,4.9942,5.0567
ENSG00000153339.15,TRAPPC8,protein_coding,966,516,473,6.9272,2.0995,2.1258
ENSG00000153347.10,FAM81B,protein_coding,2,1,1,0.0533,0.0162,0.0164
ENSG00000153395.10,LPCAT1,protein_coding,5884,2986,2898,59.9389,18.1665,18.3938
ENSG00000153404.14,PLEKHG4B,protein_coding,13,6,7,0.0645,0.0195,0.0198
ENSG00000153406.14,NMRAL1,protein_coding,4016,2057,2005,77.2957,23.4271,23.7201
ENSG00000153443.13,UBALD1,protein_coding,1158,577,581,21.2701,6.4466,6.5273
ENSG00000153487.13,ING1,protein_coding,1320,676,648,14.2895,4.3309,4.3851
ENSG00000153531.13,ADPRHL1,protein_coding,248,130,118,1.4974,0.4538,0.4595
ENSG00000153551.14,CMTM7,protein_coding,1199,1802,1760,21.2366,6.4365,6.517
ENSG00000153558.16,FBXL2,protein_coding,115,54,62,0.9923,0.3008,0.3045
ENSG00000153560.12,UBP1,protein_coding,5146,2557,2590,34.7773,10.5404,10.6723
ENSG00000153561.13,RMND5A,protein_coding,4573,2351,2222,45.1139,13.6733,13.8443
ENSG00000153563.16,CD8A,protein_coding,373,185,188,8.0691,2.4456,2.4762
ENSG00000153574.9,RPIA,protein_coding,3520,1795,1727,128.0621,38.8136,39.2991
ENSG00000153684.15,GOLGA8F,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000153707.17,PTPRD,protein_coding,1588,790,798,9.3538,2.835,2.8704
ENSG00000153721.19,CNKSR3,protein_coding,932,491,441,2.8488,0.8634,0.8742
ENSG00000153767.10,GTF2E1,protein_coding,787,418,377,15.4035,4.6686,4.727
ENSG00000153774.9,CFDP1,protein_coding,1723,890,833,34.0773,10.3283,10.4575
ENSG00000153779.11,TGIF2LX,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000153786.13,ZDHHC7,protein_coding,2127,1060,1067,35.4909,10.7567,10.8913
ENSG00000153789.13,CIBAR2,protein_coding,3,2,1,0.1059,0.0321,0.0325
ENSG00000153802.12,TMPRSS11D,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000153814.13,JAZF1,protein_coding,132,105,89,2.0448,0.6197,0.6275
ENSG00000153815.16,CMIP,protein_coding,3014,1475,1539,15.6352,4.7388,4.798
ENSG00000153820.13,SPHKAP,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000153822.14,KCNJ16,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000153823.19,PID1,protein_coding,745,380,365,14.5945,4.4234,4.4787
ENSG00000153827.14,TRIP12,protein_coding,5896,2937,2959,30.5496,9.2591,9.3749
ENSG00000153832.12,FBXO36,protein_coding,98,50,48,1.6344,0.4954,0.5016
ENSG00000153879.9,CEBPG,protein_coding,6715,3360,3355,109.2003,33.0969,33.5109
ENSG00000153885.14,KCTD15,protein_coding,1240,608,632,12.8036,3.8806,3.9291
ENSG00000153896.19,ZNF599,protein_coding,374,195,179,3.6283,1.0997,1.1134
ENSG00000153898.13,MCOLN2,protein_coding,567,293,274,10.8655,3.2931,3.3343
ENSG00000153902.14,LGI4,protein_coding,167,65,102,2.4305,0.7367,0.7459
ENSG00000153904.21,DDAH1,protein_coding,6471,3294,3177,93.0504,28.2021,28.5549
ENSG00000153914.16,SREK1,protein_coding,3354,1727,1727,12.1287,3.676,3.722
ENSG00000153922.11,CHD1,protein_coding,3228,1618,1610,20.3029,6.1535,6.2305
ENSG00000153930.12,ANKFN1,protein_coding,63,31,32,0.5462,0.1655,0.1676
ENSG00000153933.10,DGKE,protein_coding,710,362,352,4.2866,1.2992,1.3155
ENSG00000153936.17,HS2ST1,protein_coding,1679,839,840,14.9132,4.52,4.5765
ENSG00000153944.12,MSI2,protein_coding,4250,2150,2101,12.6001,3.8189,3.8667
ENSG00000153976.3,HS3ST3A1,protein_coding,24,9,15,0.3693,0.1119,0.1133
ENSG00000153982.11,GDPD1,protein_coding,298,132,166,5.0232,1.5225,1.5415
ENSG00000153993.13,SEMA3D,protein_coding,40,18,22,0.3273,0.0992,0.1004
ENSG00000154001.14,PPP2R5E,protein_coding,2308,1152,1157,16.576,5.0239,5.0868
ENSG00000154007.7,ASB17,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000154016.14,GRAP,protein_coding,49,180,166,1.2938,0.3921,0.397
ENSG00000154025.16,SLC5A10,protein_coding,6,445,457,0.0613,0.0186,0.0188
ENSG00000154027.19,AK5,protein_coding,16,10,6,0.1519,0.046,0.0466
ENSG00000154040.21,CABYR,protein_coding,26,20,22,0.4922,0.1492,0.1511
ENSG00000154059.11,IMPACT,protein_coding,745,376,369,10.0367,3.042,3.08
ENSG00000154065.17,ANKRD29,protein_coding,137,58,79,1.4082,0.4268,0.4321
ENSG00000154080.14,CHST9,protein_coding,2,0,2,0.0115,0.0035,0.0035
ENSG00000154096.14,THY1,protein_coding,2181,2076,2069,20.8489,6.319,6.398
ENSG00000154099.18,DNAAF1,protein_coding,5,111,117,0.0424,0.0128,0.013
ENSG00000154114.12,TBCEL,protein_coding,438,209,229,4.1154,1.2473,1.2629
ENSG00000154118.13,JPH3,protein_coding,3,6,3,0.0313,0.0095,0.0096
ENSG00000154122.14,ANKH,protein_coding,12306,6091,6218,63.9381,19.3786,19.621
ENSG00000154124.5,OTULIN,protein_coding,1472,740,735,11.0924,3.3619,3.404
ENSG00000154127.10,UBASH3B,protein_coding,96,55,41,0.7064,0.2141,0.2168
ENSG00000154133.15,ROBO4,protein_coding,252,142,165,2.5108,0.761,0.7705
ENSG00000154134.15,ROBO3,protein_coding,60,34,26,0.5669,0.1718,0.174
ENSG00000154143.3,PANX3,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000154144.13,TBRG1,protein_coding,1115,1123,1217,10.2788,3.1153,3.1543
ENSG00000154146.13,NRGN,protein_coding,177,110,97,9.6247,2.9171,2.9536
ENSG00000154153.13,RETREG1,protein_coding,2760,1430,1351,39.8528,12.0787,12.2298
ENSG00000154162.15,CDH12,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000154165.5,GPR15,protein_coding,18,9,9,0.4391,0.1331,0.1347
ENSG00000154174.8,TOMM70,protein_coding,6044,3138,2916,78.5068,23.7942,24.0918
ENSG00000154175.18,ABI3BP,protein_coding,147,67,82,0.8832,0.2677,0.271
ENSG00000154188.10,ANGPT1,protein_coding,61,25,36,0.5645,0.1711,0.1732
ENSG00000154217.15,PITPNC1,protein_coding,943,456,487,7.9549,2.411,2.4412
ENSG00000154222.15,CC2D1B,protein_coding,1955,1222,1207,17.1773,5.2062,5.2713
ENSG00000154227.13,CERS3,protein_coding,6,1,5,0.0771,0.0234,0.0237
ENSG00000154229.12,PRKCA,protein_coding,1756,860,896,10.3646,3.1413,3.1806
ENSG00000154237.13,LRRK1,protein_coding,1285,691,695,4.8458,1.4687,1.4871
ENSG00000154240.17,CEP112,protein_coding,187,89,98,1.5615,0.4733,0.4792
ENSG00000154252.12,GAL3ST2,protein_coding,660,411,438,29.9815,9.0869,9.2006
ENSG00000154258.17,ABCA9,protein_coding,29,11,20,0.212,0.0642,0.065
ENSG00000154262.13,ABCA6,protein_coding,34,20,14,0.1584,0.048,0.0486
ENSG00000154263.17,ABCA10,protein_coding,31,14,17,0.2433,0.0737,0.0747
ENSG00000154265.16,ABCA5,protein_coding,1231,601,630,6.1708,1.8703,1.8937
ENSG00000154269.15,ENPP3,protein_coding,68,32,36,1.1545,0.3499,0.3543
ENSG00000154277.13,UCHL1,protein_coding,103,50,53,3.0783,0.933,0.9447
ENSG00000154305.18,MIA3,protein_coding,2761,1718,1658,17.9334,5.4353,5.5033
ENSG00000154309.9,DISP1,protein_coding,468,224,244,2.3691,0.718,0.727
ENSG00000154310.17,TNIK,protein_coding,1448,707,743,8.3429,2.5286,2.5602
ENSG00000154328.16,NEIL2,protein_coding,1265,617,648,24.7886,7.513,7.607
ENSG00000154330.13,PGM5,protein_coding,2882,1470,1417,24.6428,7.4688,7.5623
ENSG00000154342.6,WNT3A,protein_coding,2,1,1,0.044,0.0133,0.0135
ENSG00000154358.22,OBSCN,protein_coding,2031,1051,1077,3.3856,1.0261,1.039
ENSG00000154359.13,LONRF1,protein_coding,606,297,309,7.0015,2.122,2.1486
ENSG00000154370.16,TRIM11,protein_coding,1917,1274,1374,14.8968,4.515,4.5715
ENSG00000154380.17,ENAH,protein_coding,4525,2271,2255,19.8395,6.013,6.0883
ENSG00000154415.8,PPP1R3A,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000154447.15,SH3RF1,protein_coding,3591,1793,1798,43.2858,13.1192,13.2833
ENSG00000154451.14,GBP5,protein_coding,486,248,289,3.9367,1.1931,1.2081
ENSG00000154473.18,BUB3,protein_coding,6533,3292,3241,52.7109,15.9758,16.1757
ENSG00000154478.4,GPR26,protein_coding,0,1,0,0.0,0.0,0.0
ENSG00000154511.12,DIPK1A,protein_coding,512,278,253,10.9256,3.3114,3.3528
ENSG00000154518.10,ATP5MC3,protein_coding,13982,6884,7098,237.5077,71.9848,72.8852
ENSG00000154529.15,CNTNAP3B,protein_coding,2,0,2,0.01,0.003,0.0031
ENSG00000154545.16,MAGED4,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000154548.9,SRSF12,protein_coding,4,2,3,0.0581,0.0176,0.0178
ENSG00000154553.16,PDLIM3,protein_coding,525,422,449,3.8425,1.1646,1.1792
ENSG00000154556.18,SORBS2,protein_coding,871,451,458,3.3477,1.0146,1.0273
ENSG00000154582.17,ELOC,protein_coding,3187,1546,1641,42.6048,12.9128,13.0744
ENSG00000154589.7,LY96,protein_coding,63,35,28,7.4337,2.253,2.2812
ENSG00000154611.15,PSMA8,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000154620.6,TMSB4Y,protein_coding,185,91,94,9.1267,2.7662,2.8008
ENSG00000154639.19,CXADR,protein_coding,5806,2916,2923,63.604,19.2773,19.5185
ENSG00000154640.15,BTG3,protein_coding,1148,625,671,32.8651,9.9609,10.0855
ENSG00000154646.9,TMPRSS15,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000154654.15,NCAM2,protein_coding,17,9,8,0.1353,0.041,0.0415
ENSG00000154655.16,L3MBTL4,protein_coding,391,222,206,3.2404,0.9821,0.9944
ENSG00000154678.18,PDE1C,protein_coding,35,24,11,0.1634,0.0495,0.0501
ENSG00000154710.18,RABGEF1,protein_coding,98,190,158,1.1751,0.3561,0.3606
ENSG00000154723.12,ATP5PF,protein_coding,2806,2087,2123,90.5931,27.4573,27.8008
ENSG00000154727.11,GABPA,protein_coding,1349,1420,1324,15.4962,4.6966,4.7554
ENSG00000154734.16,ADAMTS1,protein_coding,649,312,337,5.8616,1.7766,1.7988
ENSG00000154736.6,ADAMTS5,protein_coding,138,64,74,0.9321,0.2825,0.2861
ENSG00000154743.18,TSEN2,protein_coding,714,359,381,8.3104,2.5187,2.5502
ENSG00000154760.14,SLFN13,protein_coding,72,35,37,0.5091,0.1543,0.1562
ENSG00000154764.6,WNT7A,protein_coding,1,0,1,0.0146,0.0044,0.0045
ENSG00000154767.15,XPC,protein_coding,1358,1548,1646,19.3211,5.8559,5.9292
ENSG00000154783.12,FGD5,protein_coding,380,220,208,3.0948,0.938,0.9497
ENSG00000154803.13,FLCN,protein_coding,933,465,469,6.2886,1.906,1.9298
ENSG00000154813.10,DPH3,protein_coding,1300,637,663,19.1571,5.8062,5.8788
ENSG00000154814.14,OXNAD1,protein_coding,948,466,482,10.2591,3.1094,3.1483
ENSG00000154822.18,PLCL2,protein_coding,389,194,219,4.9725,1.5071,1.5259
ENSG00000154832.15,CXXC1,protein_coding,1981,966,1015,30.2536,9.1694,9.2841
ENSG00000154845.16,PPP4R1,protein_coding,1420,686,736,11.5191,3.4913,3.5349
ENSG00000154856.13,APCDD1,protein_coding,26972,13615,13357,299.6552,90.8207,91.9568
ENSG00000154889.17,MPPE1,protein_coding,322,388,417,3.1358,0.9504,0.9623
ENSG00000154914.17,USP43,protein_coding,387,194,198,5.0209,1.5218,1.5408
ENSG00000154917.11,RAB6B,protein_coding,104,63,68,1.1329,0.3434,0.3477
ENSG00000154920.15,EME1,protein_coding,130,617,586,2.6031,0.789,0.7988
ENSG00000154928.18,EPHB1,protein_coding,126,56,71,1.1944,0.362,0.3665
ENSG00000154930.15,ACSS1,protein_coding,12628,6358,6270,95.8386,29.0472,29.4105
ENSG00000154945.7,ANKRD40,protein_coding,1485,1131,1040,20.2752,6.1451,6.222
ENSG00000154957.14,ZNF18,protein_coding,602,308,294,13.3381,4.0426,4.0931
ENSG00000154975.14,CA10,protein_coding,12,4,8,0.1784,0.0541,0.0547
ENSG00000154978.13,VOPP1,protein_coding,4553,2327,2226,56.2278,17.0417,17.2549
ENSG00000154997.9,SEPTIN14,protein_coding,2,2,0,0.034,0.0103,0.0104
ENSG00000155011.9,DKK2,protein_coding,29,20,9,0.4412,0.1337,0.1354
ENSG00000155016.18,CYP2U1,protein_coding,371,210,186,4.1336,1.2528,1.2685
ENSG00000155026.16,RSPH10B,protein_coding,3,149,134,0.0396,0.012,0.0122
ENSG00000155034.19,FBXL18,protein_coding,682,815,920,4.6123,1.3979,1.4154
ENSG00000155052.14,CNTNAP5,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000155066.16,PROM2,protein_coding,2282,1165,1117,24.8095,7.5194,7.6134
ENSG00000155087.4,ODF1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000155090.15,KLF10,protein_coding,4231,2089,2142,73.0368,22.1363,22.4132
